,Airline,Source,Destination,Total_Stops,Additional_Info,Price,Date,Month,Arrival_hours,Arrival_minutes,Dept_hour,Dept_min,Total_Duration_time_in_minutes,Departure_Time
7909,Air India,Delhi,Cochin,1,No info,12677,6,3,9,25,6,5,1640,365
7910,Multiple carriers,Delhi,Cochin,1,No info,23170,1,3,15,30,0,20,910,20
7911,IndiGo,Kolkata,Banglore,0,No info,4804,6,6,7,15,4,40,155,280
7912,Multiple carriers,Delhi,Cochin,1,No info,6795,27,5,1,30,12,50,760,770
7913,Air India,Kolkata,Banglore,1,No info,7662,18,5,13,15,12,0,1515,720
7914,Air India,Delhi,Cochin,2,No info,12751,6,6,7,40,13,20,1100,800
7915,Jet Airways,Mumbai,Hyderabad,1,No info,19595,6,3,16,50,20,45,1205,1245
7916,Vistara,Banglore,New Delhi,0,No info,7975,9,3,9,40,7,0,160,420
7917,Jet Airways,Kolkata,Banglore,1,No info,14781,18,5,19,50,14,5,345,845
7918,Jet Airways,Kolkata,Banglore,1,No info,14781,9,5,20,45,8,25,740,505
7919,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10031,24,3,16,20,13,55,1585,835
7920,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,9,6,19,50,14,5,345,845
7921,Jet Airways,Banglore,Delhi,0,In-flight meal not included,3502,9,5,22,50,19,50,180,1190
7922,Jet Airways,Delhi,Cochin,2,No info,13292,1,6,4,25,9,35,1130,575
7923,Jet Airways,Kolkata,Banglore,1,No info,14151,6,6,23,35,20,25,1630,1225
7924,SpiceJet,Mumbai,Hyderabad,0,No info,12475,1,3,7,5,5,45,80,345
7925,Jet Airways,Delhi,Cochin,1,No info,14714,3,6,12,35,20,55,940,1255
7926,Multiple carriers,Delhi,Cochin,1,No info,8283,24,5,1,30,19,0,390,1140
7927,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,11087,12,3,9,30,20,35,775,1235
7928,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,21,5,19,50,14,5,345,845
7929,IndiGo,Delhi,Cochin,1,No info,5883,24,6,1,30,18,35,415,1115
7930,Air India,Banglore,New Delhi,2,No info,7664,15,3,16,20,5,50,630,350
7931,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,27,5,4,25,8,0,1225,480
7932,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,12,6,19,0,22,50,1210,1370
7933,Jet Airways,Kolkata,Banglore,1,No info,13067,15,5,19,10,9,35,575,575
7934,IndiGo,Kolkata,Banglore,0,No info,4462,18,3,17,45,15,10,155,910
7935,Jet Airways,Mumbai,Hyderabad,0,No info,5678,27,6,4,20,2,55,85,175
7936,Jet Airways,Kolkata,Banglore,1,No info,14388,21,5,12,0,6,30,330,390
7937,Jet Airways,Delhi,Cochin,1,No info,14714,3,6,12,35,19,45,1010,1185
7938,IndiGo,Kolkata,Banglore,0,No info,4804,27,5,12,20,9,35,165,575
7939,Air India,Delhi,Cochin,2,No info,11281,9,5,7,40,5,0,1600,300
7940,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,11134,24,3,8,10,21,10,660,1270
7941,Air India,Mumbai,Hyderabad,2,No info,11647,12,3,9,10,19,40,810,1180
7942,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10539,9,6,21,5,17,0,1685,1020
7943,Multiple carriers,Delhi,Cochin,1,No info,12192,1,6,19,0,8,0,660,480
7944,Air India,Banglore,Delhi,0,No info,6121,24,4,16,10,13,20,170,800
7945,Jet Airways,Kolkata,Banglore,1,No info,13759,24,3,4,45,19,45,540,1185
7946,Multiple carriers,Delhi,Cochin,1,No info,6427,27,3,1,35,10,20,915,620
7947,IndiGo,Banglore,Delhi,0,No info,3943,9,4,1,0,22,10,170,1330
7948,IndiGo,Banglore,Delhi,0,No info,4284,12,5,1,0,22,10,170,1330
7949,IndiGo,Delhi,Cochin,1,No info,8147,9,3,10,5,5,5,300,305
7950,Jet Airways,Banglore,Delhi,0,In-flight meal not included,3502,12,5,22,50,19,50,180,1190
7951,IndiGo,Mumbai,Hyderabad,0,No info,3342,15,3,4,0,2,30,90,150
7952,IndiGo,Banglore,New Delhi,0,No info,5734,21,3,8,45,6,0,165,360
7953,SpiceJet,Kolkata,Banglore,1,No info,8224,6,6,21,25,15,55,330,955
7954,SpiceJet,Delhi,Cochin,1,No info,9748,6,3,11,20,6,10,310,370
7955,GoAir,Kolkata,Banglore,1,No info,7102,6,5,0,15,16,40,455,1000
7956,Multiple carriers,Delhi,Cochin,1,No info,13727,15,5,1,30,13,0,750,780
7957,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,11087,18,3,9,30,11,40,1310,700
7958,Jet Airways,Banglore,Delhi,0,In-flight meal not included,7229,1,6,8,45,6,0,165,360
7959,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,15,6,19,0,18,15,1485,1095
7960,IndiGo,Banglore,Delhi,0,No info,4823,15,4,22,50,20,0,170,1200
7961,IndiGo,Kolkata,Banglore,0,No info,4804,24,5,7,15,4,40,155,280
7962,IndiGo,Delhi,Cochin,1,No info,10112,6,6,4,35,23,30,305,1410
7963,Jet Airways,Banglore,Delhi,0,No info,7229,27,5,8,45,6,0,165,360
7964,Jet Airways,Kolkata,Banglore,1,No info,13067,24,5,22,5,17,0,1745,1020
7965,Jet Airways,Delhi,Cochin,1,No info,14714,3,6,4,25,14,0,865,840
7966,Air India,Delhi,Cochin,1,No info,8907,3,6,23,0,9,45,795,585
7967,Jet Airways,Banglore,Delhi,0,No info,7229,9,4,14,5,11,10,175,670
7968,Multiple carriers,Delhi,Cochin,2,No info,24528,3,3,1,35,17,50,465,1070
7969,IndiGo,Delhi,Cochin,1,No info,6838,3,6,21,0,4,55,965,295
7970,Multiple carriers,Delhi,Cochin,1,In-flight meal not included,10406,12,6,21,0,7,5,835,425
7971,Vistara,Mumbai,Hyderabad,1,No info,12395,6,3,9,25,21,55,690,1315
7972,Air India,Kolkata,Banglore,1,No info,10203,6,5,20,25,20,30,1435,1230
7973,IndiGo,Mumbai,Hyderabad,0,No info,4049,12,5,7,55,6,25,90,385
7974,Jet Airways,Kolkata,Banglore,1,No info,13401,9,6,18,0,20,25,1295,1225
7975,Air India,Delhi,Cochin,2,No info,9968,9,5,7,40,12,0,1180,720
7976,Jet Airways,Mumbai,Hyderabad,0,No info,8040,6,5,11,50,10,20,90,620
7977,Multiple carriers,Delhi,Cochin,1,No info,6427,27,3,1,35,15,15,620,915
7978,IndiGo,Chennai,Kolkata,0,No info,5277,6,5,0,25,22,5,140,1325
7979,Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,2228,1,4,4,20,2,55,85,175
7980,Vistara,Banglore,Delhi,0,No info,5613,24,5,23,50,21,0,170,1260
7981,IndiGo,Kolkata,Banglore,1,No info,6669,12,5,22,15,17,35,280,1055
7982,Vistara,Chennai,Kolkata,0,No info,11982,15,5,20,5,17,45,140,1065
7983,Jet Airways,Kolkata,Banglore,2,In-flight meal not included,10118,21,5,7,25,6,30,1495,390
7984,IndiGo,Kolkata,Banglore,0,No info,4148,15,3,0,5,21,25,160,1285
7985,Jet Airways,Delhi,Cochin,1,No info,18371,9,6,12,35,2,15,620,135
7986,Multiple carriers,Delhi,Cochin,1,No info,13587,12,6,21,0,11,30,570,690
7987,Air India,Delhi,Cochin,2,No info,12760,6,6,19,15,17,15,1560,1035
7988,Jet Airways,Delhi,Cochin,2,In-flight meal not included,10368,6,6,4,25,9,40,1125,580
7989,IndiGo,Mumbai,Hyderabad,0,No info,3175,1,6,4,5,2,35,90,155
7990,SpiceJet,Chennai,Kolkata,0,No info,3597,9,5,12,0,9,45,135,585
7991,Multiple carriers,Delhi,Cochin,1,In-flight meal not included,6733,27,5,1,30,11,30,840,690
7992,Multiple carriers,Delhi,Cochin,1,No info,12192,1,6,12,35,3,50,525,230
7993,Vistara,Banglore,Delhi,0,No info,4668,12,5,14,20,11,30,170,690
7994,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,27,6,12,35,17,30,1145,1050
7995,Jet Airways,Delhi,Cochin,2,No info,15129,18,5,4,25,9,40,1125,580
7996,Multiple carriers,Delhi,Cochin,1,No info,7878,3,6,22,30,7,10,920,430
7997,Jet Airways,Mumbai,Hyderabad,0,No info,8040,18,3,11,50,10,20,90,620
7998,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,9,5,12,35,2,15,620,135
7999,IndiGo,Chennai,Kolkata,0,No info,5277,18,5,0,25,22,5,140,1325
8000,Multiple carriers,Delhi,Cochin,1,No info,7888,21,5,21,0,13,0,480,780
8001,Multiple carriers,Delhi,Cochin,1,No info,9001,3,6,19,15,8,45,630,525
8002,IndiGo,Mumbai,Hyderabad,0,No info,4049,21,3,7,45,6,20,85,380
8003,IndiGo,Chennai,Kolkata,0,No info,4326,24,3,7,35,5,15,140,315
8004,IndiGo,Banglore,New Delhi,0,No info,4777,9,3,2,20,23,30,170,1410
8005,IndiGo,Delhi,Cochin,1,No info,6838,21,3,21,0,11,30,570,690
8006,IndiGo,Delhi,Cochin,1,No info,6582,6,6,12,30,7,15,315,435
8007,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1,6,12,35,21,50,885,1310
8008,Air Asia,Banglore,New Delhi,0,Red-eye flight,10873,1,3,2,10,23,25,165,1405
8009,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,27,6,12,35,2,15,620,135
8010,IndiGo,Kolkata,Banglore,0,No info,4148,27,3,8,20,5,30,170,330
8011,IndiGo,Delhi,Cochin,2,No info,6494,27,3,21,20,11,55,565,715
8012,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,21,5,12,35,10,0,1595,600
8013,Air India,Delhi,Cochin,2,No info,9968,9,6,19,15,5,0,2295,300
8014,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,21,5,4,25,15,0,805,900
8015,Multiple carriers,Delhi,Cochin,1,No info,7740,24,5,22,30,14,55,455,895
8016,Air India,Kolkata,Banglore,1,No info,7452,9,5,21,5,9,50,675,590
8017,Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,4160,21,3,8,35,7,10,85,430
8018,IndiGo,Banglore,Delhi,0,No info,4823,27,5,11,20,8,30,170,510
8019,Air India,Delhi,Cochin,2,No info,13486,18,5,19,15,10,55,500,655
8020,Jet Airways,Banglore,Delhi,0,In-flight meal not included,4544,27,4,22,0,18,55,185,1135
8021,Air India,Delhi,Cochin,2,No info,10975,21,5,9,25,9,45,1420,585
8022,IndiGo,Chennai,Kolkata,0,No info,3858,3,5,17,5,14,45,140,885
8023,Jet Airways,Delhi,Cochin,2,No info,15129,6,5,4,25,5,30,1375,330
8024,Air India,Delhi,Cochin,2,No info,10975,15,6,9,25,9,45,1420,585
8025,Air Asia,Delhi,Cochin,1,No info,6752,9,5,22,25,16,45,340,1005
8026,Air Asia,Kolkata,Banglore,0,No info,3807,18,6,12,15,9,45,150,585
8027,Air India,Delhi,Cochin,1,No info,13832,6,3,9,25,12,30,1255,750
8028,Jet Airways,Banglore,Delhi,0,In-flight meal not included,4544,6,4,22,0,18,55,185,1135
8029,Jet Airways,Kolkata,Banglore,1,No info,14571,6,6,8,15,18,55,800,1135
8030,Vistara,Chennai,Kolkata,0,No info,11982,24,6,20,5,17,45,140,1065
8031,Jet Airways,Mumbai,Hyderabad,0,No info,8040,1,5,8,30,7,5,85,425
8032,Vistara,Banglore,New Delhi,0,No info,11913,18,3,18,35,16,0,155,960
8033,Air Asia,Kolkata,Banglore,1,No info,5162,24,5,10,30,6,50,220,410
8034,Jet Airways,Delhi,Cochin,2,No info,13014,15,6,12,35,9,40,1615,580
8035,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,18,5,4,40,21,10,450,1270
8036,Multiple carriers,Delhi,Cochin,1,No info,10197,21,5,19,0,8,0,660,480
8037,Vistara,Kolkata,Banglore,1,No info,8610,1,5,20,20,17,0,1640,1020
8038,Air Asia,Banglore,Delhi,0,No info,7120,1,6,2,45,23,55,170,1435
8039,Air India,Delhi,Cochin,3,No info,10703,9,5,19,15,5,15,2280,315
8040,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1,6,4,25,9,0,1165,540
8041,Jet Airways,Delhi,Cochin,2,In-flight meal not included,11507,27,6,19,0,5,30,810,330
8042,IndiGo,Banglore,Delhi,0,No info,3943,6,6,0,15,21,15,180,1275
8043,Jet Airways,Delhi,Cochin,2,No info,13292,15,6,12,35,9,35,1620,575
8044,IndiGo,Banglore,New Delhi,1,No info,7166,21,3,18,35,13,40,295,820
8045,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,15,6,19,0,13,0,360,780
8046,Air Asia,Delhi,Cochin,1,No info,6152,12,6,7,10,20,45,625,1245
8047,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10703,15,5,22,5,9,35,750,575
8048,Jet Airways,Banglore,Delhi,0,In-flight meal not included,4030,21,5,10,10,7,10,180,430
8049,Multiple carriers,Delhi,Cochin,1,No info,17057,6,3,1,35,17,30,485,1050
8050,IndiGo,Chennai,Kolkata,0,No info,3850,18,6,10,15,7,55,140,475
8051,Jet Airways,Kolkata,Banglore,1,No info,14388,6,5,9,20,20,0,800,1200
8052,IndiGo,Delhi,Cochin,1,No info,4744,3,4,7,25,2,0,325,120
8053,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1,6,12,35,17,30,1145,1050
8054,Air Asia,Delhi,Cochin,1,No info,6152,27,5,22,25,7,55,870,475
8055,Jet Airways,Banglore,New Delhi,1,No info,15025,6,3,9,0,8,55,1445,535
8056,IndiGo,Mumbai,Hyderabad,0,No info,6795,3,3,18,25,16,55,90,1015
8057,Air India,Kolkata,Banglore,1,No info,10623,24,5,20,25,17,30,1615,1050
8058,IndiGo,Chennai,Kolkata,0,No info,3850,24,5,10,15,7,55,140,475
8059,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,1,5,22,35,14,5,510,845
8060,Air India,Delhi,Cochin,2,No info,10441,27,5,19,15,19,45,1410,1185
8061,Multiple carriers,Delhi,Cochin,1,No info,13377,27,6,1,30,17,30,480,1050
8062,Air India,Delhi,Cochin,2,No info,13696,18,5,19,15,12,55,1820,775
8063,IndiGo,Banglore,Delhi,0,No info,3943,3,6,3,15,0,25,170,25
8064,Air India,Banglore,New Delhi,2,No info,8114,24,3,22,55,17,0,1795,1020
8065,SpiceJet,Delhi,Cochin,1,No info,5583,24,6,11,20,6,5,315,365
8066,Jet Airways,Banglore,New Delhi,1,No info,13817,12,3,8,15,16,55,920,1015
8067,Multiple carriers,Delhi,Cochin,1,No info,6953,27,3,19,15,12,50,385,770
8068,Multiple carriers,Delhi,Cochin,1,No info,6637,27,3,21,0,10,20,640,620
8069,IndiGo,Kolkata,Banglore,0,No info,4174,3,4,12,20,9,35,165,575
8070,Air India,Delhi,Cochin,2,No info,8140,21,3,9,25,9,45,1420,585
8071,Jet Airways,Banglore,New Delhi,1,No info,13817,12,3,23,0,7,0,960,420
8072,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,6,6,19,0,9,0,600,540
8073,IndiGo,Delhi,Cochin,1,No info,6496,18,5,20,0,15,10,290,910
8074,IndiGo,Delhi,Cochin,1,No info,10112,15,6,4,35,23,30,305,1410
8075,Air India,Delhi,Cochin,2,No info,10467,27,5,9,25,13,15,1210,795
8076,IndiGo,Delhi,Cochin,1,No info,6206,1,6,1,30,10,35,895,635
8077,Air India,Kolkata,Banglore,2,No info,10151,24,5,18,30,12,0,1830,720
8078,IndiGo,Kolkata,Banglore,0,No info,4804,12,6,17,45,15,15,150,915
8079,GoAir,Banglore,New Delhi,0,No info,5048,24,3,10,40,7,45,175,465
8080,Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,4050,6,6,4,20,2,55,85,175
8081,SpiceJet,Banglore,Delhi,0,No check-in baggage included,3919,1,6,12,20,9,30,170,570
8082,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,11841,9,6,8,15,21,10,665,1270
8083,IndiGo,Delhi,Cochin,1,No info,5065,24,4,1,30,20,25,305,1225
8084,Air India,Kolkata,Banglore,2,No info,9626,9,5,18,30,12,0,1830,720
8085,IndiGo,Banglore,Delhi,0,No info,3419,27,6,1,0,22,10,170,1330
8086,Air India,Kolkata,Banglore,3,No info,14960,9,6,23,15,9,50,805,590
8087,IndiGo,Banglore,Delhi,0,No info,3943,9,6,0,15,21,15,180,1275
8088,Multiple carriers,Delhi,Cochin,1,No info,14323,9,5,19,15,9,0,615,540
8089,Air India,Kolkata,Banglore,2,No info,11752,9,6,13,45,16,50,1255,1010
8090,Multiple carriers,Delhi,Cochin,1,No info,7677,6,6,19,15,8,30,645,510
8091,Multiple carriers,Delhi,Cochin,1,No info,14067,24,5,21,0,13,0,480,780
8092,Jet Airways,Kolkata,Banglore,1,No info,14781,1,5,9,20,21,10,730,1270
8093,Jet Airways,Kolkata,Banglore,1,No info,11467,15,5,14,25,17,0,1285,1020
8094,Jet Airways,Delhi,Cochin,2,No info,16263,21,5,4,25,20,0,505,1200
8095,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,18,5,4,25,19,15,550,1155
8096,Multiple carriers,Delhi,Cochin,1,No info,7005,15,6,21,0,12,50,490,770
8097,IndiGo,Delhi,Cochin,1,No info,7580,18,5,10,5,5,10,295,310
8098,Jet Airways,Banglore,Delhi,0,No info,7229,18,5,20,45,17,45,180,1065
8099,IndiGo,Delhi,Cochin,1,No info,6093,9,4,21,0,6,40,860,400
8100,SpiceJet,Kolkata,Banglore,0,No info,3873,15,6,9,30,6,55,155,415
8101,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,24,6,4,25,21,50,395,1310
8102,Jet Airways,Kolkata,Banglore,1,No info,13364,1,4,23,35,14,5,570,845
8103,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,15,5,12,35,2,15,620,135
8104,SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,1965,12,5,0,15,22,45,90,1365
8105,Multiple carriers,Delhi,Cochin,1,No info,7005,6,6,21,0,12,50,490,770
8106,Air India,Banglore,New Delhi,0,No info,4441,18,3,12,45,10,0,165,600
8107,Multiple carriers,Delhi,Cochin,1,No info,11098,21,3,18,50,4,45,845,285
8108,IndiGo,Delhi,Cochin,1,No info,7318,21,5,1,30,9,15,975,555
8109,Jet Airways,Delhi,Cochin,1,No info,12767,21,3,4,25,7,5,1280,425
8110,SpiceJet,Kolkata,Banglore,1,No info,10654,24,3,21,15,15,55,320,955
8111,SpiceJet,Delhi,Cochin,1,No info,6297,9,6,22,5,15,45,380,945
8112,Multiple carriers,Delhi,Cochin,1,No info,11265,3,3,16,10,9,45,385,585
8113,Air India,Mumbai,Hyderabad,2,No info,11972,6,3,14,50,17,20,150,1040
8114,Multiple carriers,Delhi,Cochin,1,No info,13587,9,6,21,0,7,5,835,425
8115,IndiGo,Kolkata,Banglore,0,No info,4804,3,6,19,50,17,15,155,1035
8116,Air India,Kolkata,Banglore,2,No info,8366,1,5,18,20,9,25,535,565
8117,Air India,Kolkata,Banglore,1,No info,8366,18,5,7,55,9,25,1350,565
8118,Air India,Kolkata,Banglore,2,No info,10697,18,5,21,50,8,20,810,500
8119,Jet Airways,Delhi,Cochin,2,No info,15129,21,5,19,0,5,30,810,330
8120,IndiGo,Chennai,Kolkata,0,No info,3858,18,5,17,5,14,45,140,885
8121,Jet Airways,Banglore,Delhi,0,No info,7229,6,4,22,0,18,55,185,1135
8122,IndiGo,Delhi,Cochin,1,No info,6937,27,4,21,0,16,0,300,960
8123,Jet Airways,Delhi,Cochin,1,No info,14714,24,6,19,0,14,0,300,840
8124,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,9134,15,3,16,10,5,45,625,345
8125,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10577,3,6,19,0,7,5,715,425
8126,Jet Airways,Kolkata,Banglore,1,No info,14388,6,5,10,5,20,0,845,1200
8127,Air India,Delhi,Cochin,1,No info,8991,12,6,8,15,13,30,1125,810
8128,Air India,Delhi,Cochin,2,No info,12436,27,5,19,15,12,55,1820,775
8129,Air India,Banglore,New Delhi,2,No info,12515,12,3,9,25,6,45,1600,405
8130,SpiceJet,Delhi,Cochin,1,No info,5583,15,6,22,5,15,45,380,945
8131,Air India,Delhi,Cochin,1,No info,10840,9,3,7,40,23,0,520,1380
8132,Jet Airways,Delhi,Cochin,2,No info,14300,27,6,12,35,12,15,1460,735
8133,SpiceJet,Banglore,Delhi,0,No check-in baggage included,5515,18,4,0,5,21,10,175,1270
8134,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,15,5,20,45,14,5,400,845
8135,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,11134,24,3,9,15,16,55,980,1015
8136,Air India,Banglore,Delhi,0,No info,6121,24,4,12,45,10,0,165,600
8137,Air India,Kolkata,Banglore,2,No info,10676,21,5,7,55,12,0,1195,720
8138,Jet Airways,Kolkata,Banglore,1,No info,14781,1,5,22,35,16,30,365,990
8139,Jet Airways,Banglore,Delhi,0,In-flight meal not included,4544,6,4,22,50,19,50,180,1190
8140,GoAir,Banglore,Delhi,0,No info,4632,6,4,10,40,7,45,175,465
8141,Jet Airways,Delhi,Cochin,2,No info,10929,21,3,4,25,19,10,1995,1150
8142,Air Asia,Kolkata,Banglore,0,No info,4409,21,4,12,55,10,20,155,620
8143,SpiceJet,Kolkata,Banglore,0,No info,3873,1,5,9,30,6,55,155,415
8144,Jet Airways,Banglore,Delhi,0,In-flight meal not included,4030,27,5,10,10,7,10,180,430
8145,Air Asia,Kolkata,Banglore,0,No info,3807,9,5,1,20,22,50,150,1370
8146,Air India,Kolkata,Banglore,2,No info,12140,12,5,1,20,10,0,920,600
8147,SpiceJet,Kolkata,Banglore,0,No info,4096,6,3,11,30,9,0,150,540
8148,Jet Airways,Delhi,Cochin,2,No info,14300,15,6,12,35,18,20,1095,1100
8149,Multiple carriers,Delhi,Cochin,1,In-flight meal not included,6007,27,6,21,0,11,40,560,700
8150,IndiGo,Kolkata,Banglore,0,No info,4174,1,4,16,55,14,25,150,865
8151,SpiceJet,Chennai,Kolkata,0,No info,3597,21,6,20,5,17,45,140,1065
8152,Air India,Delhi,Cochin,2,No info,9548,24,6,19,15,12,0,435,720
8153,Air India,Banglore,New Delhi,1,No info,8714,15,3,15,15,8,50,385,530
8154,Vistara,Kolkata,Banglore,1,No info,8085,12,6,20,20,17,0,1640,1020
8155,Jet Airways,Delhi,Cochin,2,In-flight meal not included,10368,3,6,4,25,19,30,535,1170
8156,Air India,Delhi,Cochin,2,No info,10975,27,6,9,25,7,5,1580,425
8157,Multiple carriers,Delhi,Cochin,1,No info,7670,9,5,21,0,7,30,810,450
8158,Multiple carriers,Delhi,Cochin,1,No info,8073,15,5,1,30,18,0,450,1080
8159,Jet Airways,Banglore,New Delhi,1,No info,13817,12,3,10,45,22,55,710,1375
8160,IndiGo,Kolkata,Banglore,1,No info,3574,9,4,23,45,19,20,265,1160
8161,Jet Airways,Delhi,Cochin,1,No info,15554,9,5,4,25,21,50,395,1310
8162,Air India,Delhi,Cochin,1,No info,6692,27,3,19,15,21,0,1335,1260
8163,SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,1965,15,6,0,15,22,45,90,1365
8164,IndiGo,Mumbai,Hyderabad,0,No info,2227,24,6,21,40,20,5,95,1205
8165,IndiGo,Chennai,Kolkata,0,No info,3597,9,6,17,5,14,45,140,885
8166,Jet Airways,Delhi,Cochin,1,No info,14714,6,6,4,25,14,0,865,840
8167,SpiceJet,Kolkata,Banglore,0,No info,4622,9,3,19,45,17,15,150,1035
8168,Jet Airways,Delhi,Cochin,2,No info,15129,1,5,4,25,5,30,1375,330
8169,IndiGo,Chennai,Kolkata,0,No info,5277,15,6,0,25,22,5,140,1325
8170,Multiple carriers,Delhi,Cochin,1,No info,11667,27,3,18,50,9,0,590,540
8171,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10539,9,6,19,10,17,0,1570,1020
8172,Jet Airways,Kolkata,Banglore,1,No info,11467,9,5,14,25,20,25,1080,1225
8173,Air India,Delhi,Cochin,1,No info,7480,12,6,9,25,17,20,965,1040
8174,GoAir,Banglore,Delhi,0,No info,3419,24,4,23,40,20,55,165,1255
8175,IndiGo,Delhi,Cochin,1,No info,5684,27,6,1,30,10,35,895,635
8176,IndiGo,Kolkata,Banglore,1,No info,6218,12,6,23,30,18,5,325,1085
8177,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,6959,12,6,4,40,20,0,520,1200
8178,Vistara,Banglore,Delhi,0,No info,4878,12,6,22,15,19,30,165,1170
8179,Air India,Kolkata,Banglore,2,No info,12219,1,4,5,25,7,0,1345,420
8180,Jet Airways,Kolkata,Banglore,1,In-flight meal not included,12384,21,5,9,45,20,25,800,1225
8181,Jet Airways,Delhi,Cochin,0,In-flight meal not included,7202,15,6,14,15,11,0,195,660
8182,SpiceJet,Kolkata,Banglore,0,No info,4174,1,6,19,40,17,10,150,1030
8183,Air India,Mumbai,Hyderabad,0,No info,3100,12,5,16,25,15,0,85,900
8184,Jet Airways,Banglore,New Delhi,1,In-flight meal not included,7832,21,3,15,15,8,55,380,535
8185,Multiple carriers,Delhi,Cochin,1,No info,6723,9,6,22,30,14,55,455,895
8186,Air India,Kolkata,Banglore,2,No info,10697,6,6,7,55,8,20,1415,500
8187,SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3841,1,6,0,40,22,20,140,1340
8188,Air India,Kolkata,Banglore,2,No info,9920,1,4,12,0,16,45,1155,1005
8189,IndiGo,Banglore,New Delhi,0,No info,12649,1,3,21,20,18,25,175,1105
8190,IndiGo,Delhi,Cochin,1,No info,6093,6,6,21,0,11,25,575,685
8191,Jet Airways,Banglore,Delhi,0,In-flight meal not included,4544,27,4,20,45,17,45,180,1065
8192,Air India,Kolkata,Banglore,0,No info,5170,27,3,16,45,14,15,150,855
8193,IndiGo,Mumbai,Hyderabad,0,No info,2754,9,6,4,5,2,35,90,155
8194,Air India,Mumbai,Hyderabad,0,No info,3100,12,6,15,25,13,55,90,835
8195,Air India,Kolkata,Banglore,2,No info,9237,1,4,23,15,16,45,1830,1005
8196,Multiple carriers,Delhi,Cochin,1,No info,7198,15,6,1,30,13,0,750,780
8197,Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1,6,12,35,11,30,1505,690
8198,SpiceJet,Delhi,Cochin,1,No info,5111,27,3,21,55,15,55,360,955
8199,Multiple carriers,Delhi,Cochin,1,No info,10261,1,6,19,15,8,45,630,525
8200,IndiGo,Chennai,Kolkata,0,No info,6297,9,3,21,55,19,35,140,1175
8201,Multiple carriers,Delhi,Cochin,1,No info,12192,15,6,19,0,3,50,910,230
8202,IndiGo,Banglore,Delhi,0,No info,3943,15,6,13,0,10,10,170,610
8203,Jet Airways,Delhi,Cochin,2,No info,16274,27,5,12,35,5,30,425,330
8204,Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,21,5,12,35,7,5,330,425
8205,SpiceJet,Banglore,Delhi,0,No info,3311,15,5,8,35,5,55,160,355
8206,Multiple carriers,Delhi,Cochin,1,No info,9103,21,5,12,35,4,55,460,295
8207,IndiGo,Kolkata,Banglore,0,No info,4148,15,3,0,55,22,10,165,1330
8208,IndiGo,Kolkata,Banglore,0,No info,5224,9,6,18,5,15,30,155,930
8209,IndiGo,Kolkata,Banglore,0,No info,4804,9,5,7,15,4,40,155,280
8210,IndiGo,Chennai,Kolkata,0,No info,3597,6,6,21,55,19,35,140,1175
8211,IndiGo,Kolkata,Banglore,0,No info,4804,27,6,14,5,11,30,155,690
8212,Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,4995,6,5,11,50,10,20,90,620
